id_text	acc	bit	cmt	desc	exc	feat	func	gods	lang	mre	mus	per	pid	pri	pro	pub	ritu	subs	tid	xid
P306699						Features divine dialogue	Directed against the evil eye	Asalluḫi, Enki	Sumerian	Thomsen 1992 nos 2B, 2A	YBC 05632	Old Babylonian		YOS 11, 71	prov. unclear	Thomsen, JNES 51, 1992, 29-31 (partial T, Tr)		Subscript: ka-inim-ma igi-ḫul-kam (for the evil eye)	1	GC 290b
P305846		i 24'-ii 7'					Directed against the evil eye	None (but text is broken)	Sumerian	Thomsen 1992 no 3	YBC 04622	Old Babylonian		YOS 11, 70	prov. unclear	Thomsen, JNES 51, 1992, 28ff (partial T, Tr)		Subscript: ka-[inim-ma igi-ḫul-kam] (for the evil eye)	3	GC 291
P305846		ii 8'-iii 15				Features divine dialogue	Directed against the galla	Asalluḫi, Enki	Sumerian	See Geller 1985 pp112-17	YBC 04622	Old Babylonian		YOS 11, 70	prov. unclear	Thomsen, JNES 51, 1992, 28ff (partial T, Tr)		Subscript: ka-inim-ma udug-ḫul-kam (for the evil udug)	4	GC 292
P305846		iii 16-30				Features divine dialogue	Directed against the evil udug	Asalluḫi, Enki	Sumerian	See Cavigneaux and Al-Rawi 1995 pp32-33	YBC 04622	Old Babylonian		YOS 11, 70	prov. unclear	Thomsen, JNES 51, 1992, 28ff (partial T, Tr)			5	GC 293
P305846		iv 1-22				Features divine dialogue	Directed against the evil udug	Asalluḫi, Enki	Sumerian	Unedited	YBC 04622	Old Babylonian		YOS 11, 70	prov. unclear	Thomsen, JNES 51, 1992, 28ff (partial T, Tr)		Subscript: ka-inim-ma udug-ḫul-a-kam (for the evil udug)	6	GC 294
P306704							Directed against the evil udug	Enki	Sumerian	Cavigneaux and Al-Rawi 1993b text Z	YBC 05637	Old Babylonian		YOS 11, 72	prov. unclear			Subscript: ka-inim-ma udug-[ḫul-a-kam] (for the evil udug)	1	GC 295d
P306692		1-4					Directed against bone-illness	None (but text is broken)	Sumerian	Unedited	YBC 05625	Old Babylonian		YOS 11, 76	prov. unclear			Subscript: [ka-inim]-ma gìr-PAD.DU-ḫul-gig-ga-kam (for aching bones)	1	GC 296
P306692		5-7					Directed against bone-illness	Nanše	Sumerian	Unedited	YBC 05625	Old Babylonian		YOS 11, 76	prov. unclear			Subscript: ka-inim-ma gìr-PAD.DU-ḫul-gig-ga-kam (for aching bones)	2	GC 297
P306698						Features divine dialogue	Directed against headache	Asalluḫi, Enki	Sumerian	Unedited	YBC 05631	Old Babylonian		YOS 11, 78	prov. unclear			Subscript: ka-inim-ma sag-gig-ga-kam (for headache)	1	GC 298
P304421							Directed against flesh-illness	Enki	Sumerian	See van Dijk 1985 no 79	YBC 01846	Old Babylonian		YOS 11, 79	prov. unclear			Subscript: ka-inim-ma uzu-⌈gig⌉-kam (for sick flesh)	1	GC 299
P306415							Directed against lung-illness	Asalluḫi, Enki	Sumerian	See Cavigneaux and Al-Rawi 1995 p37	YBC 05330	Old Babylonian		YOS 11, 80	prov. unclear			Subscript: ka-inim-&lt;ma&gt; uzu-m[ur-gig]-ga-kam (for a sick lung)	1	GC 300
P307800							Possibly love-related	None	Sumerian	Unedited	YBC 06784	Old Babylonian		YOS 11, 82	prov. unclear			Subscript: ka-inim-&lt;ma&gt; gi6-a-é-ná-da-a-kam (for the night and the bedroom)	1	GC 301
P307498							Directed against evil daimons	Enki	Sumerian	See van Dijk 1985 no 83	YBC 06465	Old Babylonian		YOS 11, 83	prov. unclear				1	GC 302
P309438						Features divine dialogue	Soothing a baby	Asalluḫi, Enki	Sumerian	Unedited	YBC 08602	Old Babylonian		YOS 11, 84	prov. unclear			Subscript: [k]a-inim-ma x-tur-tur-lá-ḫun-gá-kam (for soothing x babies)	1	GC 303
P295977						Features divine dialogue	Birth-related	Asalluḫi, Enki	Sumerian	van Dijk 1975 p65ff	MLC 01207	Old Babylonian		YOS 11, 85	prov. unclear	vanDijk, OrNS 44, 1975, 65-69 (T, Tr)			1	GC 304
P305836		29-38				Possibly features divine dialogue	Possibly directed against Lamaštu although the asag is mentioned	Asalluḫi	Sumerian	van Dijk 1985 no 86	YBC 04603	Old Babylonian		YOS 11, 86	prov. unclear	van Dijk, Or NS41, 1972, 339, n4 (partial T,Tr--erroneously cited as YBC 04602); Or NS42, 1973, 502-07 (partial T, Tr)		Subscript: ka-inim-ma x-du7-du7-da-kam (for the goring x)	1	GC 305
P305835						Features divine oath	Directed against Lamaštu	Enlil	Sumerian	Unedited	YBC 04602	Old Babylonian		YOS 11, 88	prov. unclear			Subscript: ka-inim-ma D◊M.ME-a-kam (for Lamaštu)	1	GC 306
P306241						Features divine dialogue	Directed against illness	Asalluḫi, Enki	Sumerian	See van Dijk 1985 no 90	YBC 05149	Old Babylonian		YOS 11, 90	prov. unclear	van Dijk, OrNS 41,1972, 339 n4 (partial T, Tr)		Subscript: ka-inim-ma níg-silag-gá (for the dough)	1	GC 307
P304429							Directed against internal illness	None	Sumerian	Unedited	YBC 01854	Old Babylonian		YOS 11, 91	prov. unclear			Subscript: ka-inim-ma šà-gig-ga-kam (for internal illness)	1	GC 308
P274689						Features divine dialogue	Directed against sleeplessness caused by a noisy goat -- possibly a parody	Enki/Ea and the Wise One	Sumerian/Akkadian	Lambert 1991 (Foster 1993 no II.32)		Old Babylonian		PRAK C 1	prov. unclear					GC 309
P355880						Features oath by heaven and the underworld	Directed against the gidim	None(but text is broken)	Sumerian/Akkadian glosses	Geller 1985 p140ff	Ni 0630	Old Babylonian		FAOS 12 D	prov. unclear				1	GC 310
P355757	Bu 1888-05-12, 051					Features divine dialogue	Directed against constipation	Asalluḫi/  Marduk, Enki/Ea	Sumerian/Akkadian	See Cohen, S. 1976 pp102-03 (Foster 1993 no II.19)		Old Babylonian		CT 4 8	prov. unclear				1	GC 311
P274205						Features divine dialogue	Love-related	Dumuzi, Enki, Enlil, Inanna	Sumerian/Akkadian	See Alster 1990 no 10	BM 096569	Old Babylonian		CT 58 10	Sippar					GC 312
P257778						Features divine dialogue	Directed against witchcraft	An, Asalluḫi, Enki, Utu	Sumerian/Akkadian	Geller 1989 text b	CBS 332	Old Babylonian		PBS 1/2, 122	Sippar ?					GC 313
P249267		73.3094				Features divine dialogue	Birth-related	Asalluḫi/  Marduk, Enki/Ea	Sumerian/Akkadian	Cohen, M. 1976 p133ff (see also Finkel 1980 p41 note 4 and Farber, G. 1984 p311 note 3)	AUAM 73.3094 	Ur III		RA 70 pp135-37, AUAM 73.3094	prov. unclear					GC 314
P355910		9-37					Love-related	Dumuzi, Ištar, Šamaš	Akkadian	Wilcke 1985 9-37 (Foster 1993 no II.33b; see also Scurlock 1989-90)	IB 1554	Old Babylonian		ZA 75 facing p208,  IB 1554	prov. unclear		(Interpolated with Akkadian instructions for ritual)	Subscript: KA.INIM.MA KI.ÁG.GÁ.KAM (for loving)	2	GC 315
P355910		38-41					Love-related	None	Akkadian	Wilcke 1985 38-41 (Foster 1993 no II.33b; see also Scurlock 1989-90)	IB 1554	Old Babylonian		ZA 75 facing p208,  IB 1554	prov. unclear			Subscript: KA.INIM.MA ša KI.ÁG.KAM (for loving)	3	GC 316
P355910		42-52					Love-related	Ea, Enlil, Ištar, Nanaya	Akkadian	Wilcke 1985 42-52 (Foster 1993 no II.33b; see also Scurlock 1989-90)	IB 1554	Old Babylonian		ZA 75 facing p208,  IB 1554	prov. unclear			Subscript: KA.INIM.MA KI.ÁG.GÁ.KAM (for loving)	4	GC 317
P355910		53-61					Possibly directed against a human opponent	None	Akkadian	Wilcke 1985 53-61 (Foster 1993 no II.33b; see also Scurlock 1989-90)	IB 1554	Old Babylonian		ZA 75 facing p208,  IB 1554	prov. unclear			Subscript: KA.INIM.MA PI-ṭi-ir-tum	5	GC 318
P355910		62-72					Love-related	None	Akkadian	Wilcke 1985 62-72 (Foster 1993 no II.33b; see also Scurlock 1989-90)	IB 1554	Old Babylonian		ZA 75 facing p208,  IB 1554	prov. unclear			Subscript: KA.INI[M.MA KI.ÁG.G]Á.[KAM] (for loving)	6	GC 319
P355910		78-99					Directed against anger (uzzu), possibly of a lover	Nanaya	Akkadian	Wilcke 1985 78-99 (Foster 1993 no II.33b; see also Scurlock 1989-90)	IB 1554	Old Babylonian		ZA 75 facing p208,  IB 1554	prov. unclear			Subscript: KA.INIM.MA LAG.MUN.KAM (for a lump of salt)	8	GC 320
P355910		100-108					Possibly directed against a human opponent	None	Akkadian	Wilcke 1985 100-08 (Foster 1993 no II.33b; see also Scurlock 1989-90)	IB 1554	Old Babylonian		ZA 75 facing p208,  IB 1554	prov. unclear			Subscript: KA.INIM.MA Ú.I[N.NU.UŠ.KAM] (for soap-plant)	9	GC 321
P355910		109-121					Possibly directed against a human opponent	None	Akkadian	Wilcke 1985 109-21 (Foster 1993 no II.33b; see also Scurlock 1989-90)	IB 1554	Old Babylonian		ZA 75 facing p208,  IB 1554	prov. unclear				10	GC 322
P223458							Directed against snakes	None	Akkadian	Unedited (Foster 1993 no II.23a)	IM 051292	Old Babylonian		TIM 9, 65	prov. unclear				1	GC 323a
P223459		1-28					Directed against snakes	None	Akkadian	Unedited (Foster 1993 no II.23a)	IM 051328	Old Babylonian		TIM 9, 66	prov. unclear				1	GC 323b
P223455							Directed against anger (uzzu), possibly of a human opponent	None	Akkadian	Whiting 1985 text B (Foster 1993 no II.21)	IM 051207	Old Babylonian		TIM 9, 72	prov. unclear				1	GC 324
P223469							Directed against dogs	Ea	Akkadian	TIM 9 73, See Farber 1981 no C18a	IM 052546	Old Babylonian		obv 1-rev 3	prov. unclear				1	GC 325
P223469		rev 4-10					Function uncertain		Akkadian	See van Dijk 1967 pp238-39 and Wilcke 1985 p208	IM 052546	Old Babylonian		TIM 9, 73	prov. unclear			Subscript: re-eš ši-ip-ti i-nu-ma… (beginning of the incantation when…)	2	GC 326
P274698		obv					Directed against ṣennettu-illness caused by an unspecified female daimon and afflicting babies		Akkadian	Farber 1981 p60ff (Foster 1993 no II.27)	BM 122691	Old Babylonian		ZA 71 p62,  BM 122691	prov. unclear			Subscript: ši-ip-tum ša i-ni-[in] (for the eyes)	1	GC 327
P274698		rev 1-12					Soothing a baby	None	Akkadian	Farber 1989 no 3.1.1 (Foster 1993 no II.31; see also Farber 1990a p140ff)	BM 122691	Old Babylonian		ZA 71 p62,  BM 122691	prov. unclear			Subscript: ši-ip-tum ša ṣe-eḫ-ri-im nu-úḫ-ḫi-im (for soothing a little one)	2	GC 328
P274698		rev 13-19					Probably directed against dogs	None (but text is broken)	Akkadian	Farber 1981 p60ff	BM 122691	Old Babylonian		ZA 71 p62,  BM 122691	prov. unclear				3	GC 329
P345541		viii 1'-ix 12'					Function uncertain	None (but text is broken)	Akkadian	Unedited	BM 078249	Old Babylonian		CT 44, 32+33	prov. unclear				3	GC 330
P345541		ix 13'-22'					Function uncertain	None (but text is broken)	Akkadian	Unedited	BM 078249	Old Babylonian		CT 44, 32+33	prov. unclear			Subscript: KA.INIM.MA […]	4	GC 331
P345541		ix 23'-42'					Function uncertain		Akkadian	Unedited	BM 078249	Old Babylonian		CT 44, 32+33	prov. unclear				5	GC 332
P355902					U 17024c		Directed against amurriqānu-illness (jaundice)	None	Akkadian	Landsberger and Jacobsen 1955 p14 note 7 (see also Farber 1981 no C8)		Old Babylonian		UET 5, 85	prov. unclear			Subscript: ši-pa-a-a[t] a-wu-ri-qá-n[i]m (for jaundice)	1	GC 333
P346278		obv					Directed against witchcraft	None (but text is broken)	Akkadian	See Farber 1981 no C20		Old Babylonian		UET 6/2, 193	Ur				1	GC 334
P274660							Directed against anger (uzzu), possibly of a human opponent	None	Akkadian	Whiting 1985 text C		Old Babylonian		UET 6/2, 399	Ur				1	GC 335
X009001						Features praise of reed	Function uncertain	None (but text is broken)	Akkadian	Unedited (Balkan 1957 p21; see also Farber 1981 no Bb)				Unpublished, Kültepe 1948 320 (Assyrian)	Kultepe					GC 336
X009002						Features manna lušpur formula	Probably directed against dogs	Daughters of Ea	Akkadian	Farber 1990b no 1.1 (Foster 1993 no I.7)				Unpublished, Kültepe 1948 611-B (Assyrian)	Kultepe					GC 337
P355904		1001					Directed against silītu-illness caused by an unspecified daimon	None	Akkadian	de Liagre Böhl 1954 pp82-83 (Foster 1993 no II.15b)	LB 1001	Old Babylonian		BiOr 11 facing p82, LB 1001	prov. unclear				1	GC 338
P355903		1000					Directed against various illnesses	Asalluḫi, Damu, Ea, Nanše, Ninkarrak, Šamaš	Akkadian	de Liagre Böhl 1934 p24ff (see also Farber 1981 no C4)	LB 1000	Old Babylonian		LB 1000	prov. unclear				1	GC 339
P355896		obv					Directed against an unspecified opponent, daimonic or human	None	Akkadian	Thureau-Dangin 1939 no 3 obv (Foster 1993 no II.15a)		Old Babylonian		RA 36 p12	prov. unclear				1	GC 340
P355897		obv				Features manna lušpur formula	Possibly directed against various illnesses	None (but text is broken)	Akkadian	Thureau-Dangin 1939 no 4 obv (see also Farber 1981 no C6 and 1990 no 2.1)		Old Babylonian		RA 36 p15	prov. unclear				1	GC 341
P355886						Features manna lušpur formula	Directed against merḫu (eye-irritation)	Daughters of Anu	Akkadian	Landsberger and Jacobsen 1955 no 1 (Foster 1993 no II.16; see also Veldhuis 1993b p48ff)	Ish 35-T.19	Old Babylonian		JNES 14 p15,  Ish 35-T.19	prov. unclear				1	GC 342
P355893							Directed against dogs	Ninkarrak	Akkadian	See Farber 1981 no C31	A 21959	Old Babylonian		PIHANS 44, 302	prov. unclear				1	GC 343
P355911							Directed against anger (uzzu), possibly of a human opponent	None	Akkadian	Whiting 1985 text A	Tell Asmar 1930, 117	Old Babylonian		ZA 75 p184,  Tell Asmar 1930-T117	prov. unclear				1	GC 344
P274668							Function uncertain	None (but text is broken)	Akkadian	Unedited		Old Babylonian		OECT 11, 11	prov. unclear				1	GC 345
P297169						Features divine oath	Directed against Lamaštu	Ea	Akkadian	von Soden 1954 (Foster 1993 no II.26a)	NBC 01265	Old Babylonian		BIN 2, 72	prov. unclear	von Soden, Or 23, 1954, 337-44 (T, Tr)			1	GC 346
P293870		(Assyrian)					Directed against Lamaštu	None	Akkadian	von Soden 1956 (Foster 1993 no I.6)	NBC 03672	Old Assyrian		BIN 4, 126	Kultepe	von Soden, Or NS 25, 1956, 141-48 (coll, T, Tr); Hirsch, AfOBeiheft 13/14, 6 n25 (T, Tr)			1	GC 347
P355909		2001					Directed against dogs	None	Akkadian	Whiting 1985 pp182-83 (Foster 1993 no II.22b)	LB 2001	Old Babylonian		BiOr 11 facing p82, LB 2001	prov. unclear				1	GC 348
P283741		iv 2-10					Function uncertain		Akkadian	See Farber 1981 p72 note 3	BM 015820	Neo-Babylonian		CT 42, 6	prov. unclear				5	GC 349
P274663							Directed against all illness	Damu, Ea, Enlil, Nammu, Ningirim, Ninkarrak, Šamaš	Akkadian	von Soden 1961 (Foster 1993 no II.14b)		Old Babylonian		CT 42, 32	prov. unclear				1	GC 350
P355885		1059				Features manna lušpur formula	Directed against various illnesses	Asalluḫi, Damu, Ea, Ningirim, Ninkarrak and the daughters of Anu	Akkadian	Goetze 1955 text A (Foster 1993 no II.14a.A; see also Farber 1990b no 2.3)	UIOM 1059	Old Babylonian		JCS 9 p9,  UIOM 1059	prov. unclear				1	GC 351
P274699						Features manna lušpur formula and divine oath	Directed against various illnesses	Šamaš and the daughters of Anu	Akkadian	Goetze 1955 text B (Foster 1993 no II.14a.B; see also Farber 1990b no 2.4)	HTS 2	Old Babylonian		JCS 9 p10,  HTS 2	prov. unclear				1	GC 352
P274664						Features manna lušpur formula	Soothing a baby	Enkidu	Akkadian	Gurney 1989 no 2 and Farber 1989a no 3.1.2 (see also Farber 1990a p142ff and 1990b no 2.8)		Old Babylonian		OECT 11, 2	prov. unclear			Subscript: KA.INIM.MA L[Ú].TUR(I).√R.ŠEŠ4.ŠEŠ4.KAM (for a crying baby)	1	GC 353
P274665							Directed against illness associated with the wind	None	Akkadian	Gurney 1989 no 3 (Foster 1993 no II.18; see also Veldhuis 1993b p52ff)		Old Babylonian		OECT 11, 3	prov. unclear			Subscript: K[A.INIM.MA ša-a-r]u-um (for the wind)	1	GC 354
P274666							Directed against dogs	None	Akkadian	Gurney 1989 no 4		Old Babylonian		OECT 11, 4	prov. unclear			Subscript: KA.INIM.MA x x x [x]	1	GC 355
P259022							Function uncertain	Marduk	Akkadian	See Farber 1981 and 1984 no C1	CBS 01690	Old Babylonian		PBS 7, 87	prov. unclear	PBS 7 87			1	GC 356
P355899		7-9					Directed against scorpions	None	Akkadian	Nougayrol 1972 no 4 7-9 (Foster 1993 no IV.41a)	AO 07682	Old Babylonian		RA 66 p141,  AO 7682	prov. unclear		(Followed by Akkadian instructions for ritual)		2	GC 357
P249849							Directed against dogs	None	Akkadian	Sigrist 1987	AUAM 73.2416	Old Babylonian		Sigrist 1987 p87, AUAM 73.2416	prov. unclear					GC 358
P223432		left edge					Directed against Lamaštu	None (but text is broken)	Akkadian	Tonietti 1979 text A left edge	IM 021180,y	Old Babylonian		TIM 9, 63	prov. unclear			Subscript: KA.INIM.MA D◊M.ME (for Lamaštu)	4	GC 359
P223435		obv					Directed against snakes or scorpions	None	Akkadian	Unedited	IM 021180,21	Old Babylonian		TIM 9, 67	prov. unclear			Subscript: [KA.INIM.MA MUŠ/G√R.TAB.DA]B5.BA (for seizing a snake/scorpion)	1	GC 360
P223435		rev					Function uncertain	None (but text is broken)	Akkadian	Unedited	IM 021180,21	Old Babylonian		TIM 9, 67	prov. unclear				2	GC 361
P355891		120022				Features divine dialogue and oath	Directed against Lamaštu	Asalluḫi, Ea, Marduk, Ninurta, Šamaš	Akkadian	Unedited (Farber 1987a pp257-58)	BM 120022	Old Babylonian		Unpublished, BM 120022	prov. unclear				1	GC 362
P343025							Directed against snakes	None	Akkadian	van Dijk 1969 pp540-41 (Foster 1993 no II.23b)	VAT 08363	Old Babylonian		VS 17, 4	prov. unclear			Subscript: KA.INIM.MA MUŠ.TI.L[A.KAM] (for recovering from a snake)	1	GC 363
P274690							Directed against dogs	Ea	Akkadian	Sigrist 1987 p86 (Foster 1993 no II.22a)	VAT 08355	Old Babylonian		VS 17, 8	prov. unclear			Subscript: KA.INIM.&lt;MA&gt; é-a-KAM KA.INIM.MA UR.GI7.TI.LA.KAM (of Ea for recovering from a dog)	1	GC 364
P343029							Directed against snakes	None	Akkadian	See van Dijk 1971b p10 no 9	VAT 02681	Old Babylonian		VS 17, 9	prov. unclear				1	GC 365
P274691							Possibly love-related	None	Akkadian	See van Dijk 1971b p11 no 23 and CAD under sangû	VAT 08354	Old Babylonian		VS 17, 23	prov. unclear			Subscript: KA.INIM.MA NE.ŠÀ.GA	1	GC 366
P343053						Features manna lušpur formula	Birth-related	Daughters of Anu	Akkadian	van Dijk 1972 p343ff (Foster 1993 no II.30a; see also Farber 1990b no 2.6)	VAT 08539	Old Babylonian		VS 17, 34	prov. unclear			Subscript: KA.INIM.MA MUNUS.Ù.TU.[DA.KA]M (for a woman giving birth)	1	GC 367
P306687							Directed against scorpions	None	Akkadian	See van Dijk 1985 no 1	YBC 05620	Old Babylonian		YOS 11, 1	prov. unclear	Goetze, JCS 9, 1955, 11 (T, Tr; cited as No18)		Subscript: [KA].INIM.MA G√R.TAB.TI.LA.KAM (for recovering from a scorpion)	1	GC 368
P306206							Directed against scorpions	None	Akkadian	van Dijk 1985 no 2 (Foster 1993 no II.4)	YBC 05090	Old Babylonian		YOS 11, 2	prov. unclear				1	GC 369
P300265							Directed against the worm	Enlil, Šamaš	Akkadian	See van Dijk 1985 no 3	NBC 08957	Old Babylonian		YOS 11, 3	prov. unclear	YOS 11, p60 (coll)			1	GC 370
P305828		11-19					Directed against scorpions		Akkadian	See van Dijk 1985 no 4 11-19	YBC 04593	Old Babylonian		YOS 11, 4	prov. unclear	cf Goetze, JCS 11, 1957,82 (erroneously cited as No28); van Dijk, CRRAI 25, 101 (erroneously cited asYBC 04594)	(Followed by Akkadian instructions for ritual)	Subscript: ši-pa-at zu-qí-qí-pí-im (for a scorpion)	1	GC 371
P305828		23-28					Function uncertain	None (but text is broken)	Akkadian	See van Dijk 1985 no 4 23-28	YBC 04593	Old Babylonian		YOS 11, 4	prov. unclear	cf Goetze, JCS 11, 1957,82 (erroneously cited as No28); van Dijk, CRRAI 25, 101 (erroneously cited asYBC 04594)			2	GC 372
P305843		1-8					Directed against the worm	Damu, Gula	Akkadian	Veldhuis 1993b p45ff (Foster 1993 no II.17)	YBC 04616	Old Babylonian		YOS 11, 5	prov. unclear	van Dijk, CRRAI 25, 100f (partial T, Tr); cf Goetze, JCS 11, 1957, 82(cited as No26)			2	GC 373
P305843		9-14					Directed against flies and scorpions	Gula	Akkadian	See van Dijk 1985 no 5 9-14	YBC 04616	Old Babylonian		YOS 11, 5	prov. unclear	van Dijk, CRRAI 25, 100f (partial T, Tr); cf Goetze, JCS 11, 1957, 82(cited as No26)			3	GC 374
P305843		27-28				Possibly features abbreviated divine dialogue	Directed against dogs	Asalluḫi	Akkadian	See van Dijk 1985 no 5 27-28	YBC 04616	Old Babylonian		YOS 11, 5	prov. unclear	van Dijk, CRRAI 25, 100f (partial T, Tr); cf Goetze, JCS 11, 1957, 82(cited as No26)			4	GC 375
P274697		obv				Features divine oath	Directed against flies	Ninkarrak	Akkadian	Veldhuis 1993b p42ff (Foster 1993 no II.24)		Old Babylonian		YOS 11, 6	prov. unclear				1	GC 376
P274697		rev					Directed against flies	None (but text is broken)	Akkadian	Unedited		Old Babylonian		YOS 11, 6	prov. unclear			Subscript: KA.INIM.MA NIM.MA.KAM KA.KÉŠ.RE.DA.KAM (for the fly for binding the mouth)	2	GC 377
P306707							Agricultural	Ningirim	Akkadian	van Dijk 1985 no 7 (Foster 1993 no II.29)	YBC 05640	Old Babylonian		YOS 11, 7	prov. unclear			Subscript: KA.INIM.MA UDU.GAG.ŠUB.BA (for the onslaught of sikkatu-illness among sheep)	1	GC 378
P289353						Features manna lušpur formula	Directed against various illnesses	Daughters of Anu	Akkadian	Goetze 1955 text C (Foster 1993 no II.14a.C; see also Farber 1990b no 2.4)	NBC 06321	Old Babylonian		YOS 11, 8	prov. unclear	Goetze, JCS 9, 1955, 11(T, Tr)			1	GC 379
P306686		1-8					Directed against nipšu-illness (smell)	Ea	Akkadian	See van Dijk 1985 no 9 1-8 and Farber 1985 no 9 1-8	YBC 05619	Old Babylonian		YOS 11, 9	prov. unclear			Subscript: KA.INIM.MA ni-ip-šum SU NAM x [x-k]a (for nipšu (unclear) x [x])	1	GC 380
P306686		9-16					Directed against samānu-illness	None	Akkadian	Unedited	YBC 05619	Old Babylonian		YOS 11, 9	prov. unclear			Subscript: KA.INIM.MA sa-ma-nu-[um] (for samānu)	2	GC 381
P304534							Directed against various illnesses	None	Akkadian	Unedited	YBC 01970	Old Babylonian		YOS 11, 10	prov. unclear				1	GC 382
P310428						Features manna lušpur formula	Directed against 'heart-seizure' associated with plant	Ea	Akkadian	Farber 1990b no 2.7 and Veldhuis 1990 text A (Foster 1993 no II.28; see also Veldhuis 1993b p50ff)	YBC 09897	Old Babylonian		YOS 11, 11	prov. unclear	Farber, JNES 49, 1990, 308 (T,Tr); cf Goetze, JCS 9, 1955, 14 (cited as No14)	(Followed by Akkadian instructions for ritual)		1	GC 383
P305848		1-15				Features divine oath	Directed against 'heart-seizure' associated with plant	Earth and lakes	Akkadian	Veldhuis 1990 text B (see also Veldhuis 1993b p51ff)	YBC 04625	Old Babylonian		YOS 11, 12	prov. unclear		(Followed by Akkadian instructions for ritual)		1	GC 384
P305848		18-28					Function uncertain	None (but text is broken)	Akkadian	Unedited	YBC 04625	Old Babylonian		YOS 11, 12	prov. unclear				2	GC 385
P305848		29-37					Directed against toothache	Kakkabu	Akkadian	See van Dijk 1985 no 12 29-37	YBC 04625	Old Babylonian		YOS 11, 12	prov. unclear				3	GC 386
P291981							Directed towards releasing (paṭāru)		Akkadian	See van Dijk 1985 no 13 and Farber 1985 no 13	YBC 09117	Old Babylonian		YOS 11, 13	prov. unclear	cf YOS 11, pp23, 63 (coll)			1	GC 387
P305833		obv					Function uncertain	None (but text is broken)	Akkadian	Unedited	YBC 04599	Old Babylonian		YOS 11, 14	prov. unclear				1	GC 388
P305833		rev 1-6					Directed against maškadu-illness	Gula	Akkadian	See van Dijk 1985 no 14 and Farber 1985 no 14 (Foster 1993 no II.20)	YBC 04599	Old Babylonian		YOS 11, 14	prov. unclear				2	GC 389
P305833		rev 7-11					Directed against amurriqānu-illness (jaundice)	Antu	Akkadian	See Farber 1985 no 14	YBC 04599	Old Babylonian		YOS 11, 14	prov. unclear		(Followed by Akkadian instructions for ritual)		3	GC 390
P305825		1-16					Directed against witchcraft	None	Akkadian	See van Dijk 1985 nos 15 1-16 and 29 23-27	YBC 04588	Old Babylonian		YOS 11, 15	prov. unclear		(Followed by Akkadian instructions for ritual)		1	GC 391a
P305831		23-27					Directed against witchcraft	None	Akkadian	See van Dijk 1985 nos 15 1-16 and 29 23-27	YBC 04597	Old Babylonian		YOS 11, 29	prov. unclear		(Followed by Akkadian instructions for ritual)		1	GC 391b
P306413							Directed against suffering (inḫu)	Damu	Akkadian	See van Dijk 1985 nos 16 and 77 10-15	YBC 05328	Old Babylonian		YOS 11, 16	prov. unclear				1	GC 392a
P310429		10-15					Directed against suffering (inḫu)	Damu	Akkadian	See van Dijk 1985 nos 16 and 77 10-15	YBC 09898	Old Babylonian		YOS 11, 77	prov. unclear				2	GC 392b
P306697							Birth-related		Akkadian	Unedited	YBC 05630	Old Babylonian		YOS 11, 17	prov. unclear			Subscript: KA.INIM.MA MUNUS.Ù.TU.DA.KAM (for a woman giving birth)	1	GC 393
P305834		1-17					Directed against Lamaštu		Akkadian	van Dijk 1985 no 19 (Foster 1993 no II.26b)	YBC 04601	Old Babylonian		YOS 11, 19	prov. unclear	cf Goetze, JCS 11, 1957, 82 (cited as No16)		Subscript: [KA].INIM.MA D[◊M.ME] še-er-[ri-im] (for Lamaštu and babies)	1	GC 394
P305834		18-23					Directed against snakes	None	Akkadian	Unedited	YBC 04601	Old Babylonian		YOS 11, 19	prov. unclear	cf Goetze, JCS 11, 1957, 82 (cited as No16)		Subscript: KA.INIM.MA MUŠ.DAB5.BA (for seizing a snake)	2	GC 395
P310390							Directed against Lamaštu	None	Akkadian	van Dijk 1985 no 20	YBC 09846	Old Babylonian		YOS 11, 20	prov. unclear	cf Goetze, JCS 11, 1957, 81(cited as No17)			1	GC 396
P305832		1-9					Function uncertain	Asalluḫi	Akkadian	See van Dijk 1985 no 21 1-9	YBC 04598	Old Babylonian		YOS 11, 21	prov. unclear		(Followed by Akkadian instructions for ritual)		1	GC 397
P305832		13-25					Directed against an unspecified opponent, daimonic or human	Šamaš	Akkadian	See Wilcke 1985 pp208-09	YBC 04598	Old Babylonian		YOS 11, 21	prov. unclear				2	GC 398
P305832		26-30					Directed against ṣūd pāni (vertigo) possibly caused by witchcraft	None	Akkadian	See Wilcke 1985 pp208-09	YBC 04598	Old Babylonian		YOS 11, 21	prov. unclear				3	GC 399
P310430		1-5					Directed against scorpions	None	Akkadian	See van Dijk 1985 no 35	YBC 09899	Old Babylonian		YOS 11, 35	prov. unclear		(Followed by Akkadian instructions for ritual)	Subscript: KA.INIM.MA G√R.TAB.DAB5.BÉ.DA.K[AM] (for seizing a scorpion)	1	GC 400
P305829		rev 9'-15'					Agricultural	Ningirim	Akkadian	Unedited	YBC 04594	Old Babylonian		YOS 11, 69	prov. unclear			Subscript: KA.INIM.MA ma-aš-ka-du-um (for maškadu-illness)	2	GC 401
